-85.2104	1.0418	21.27	5.4	2021-02-14T19:46:53.006
98.8358	1.0728	68.92	5	2021-02-15T04:57:13.302
172.1592	-22.9349	10	5	2021-02-15T10:06:54.437
-80.9861	-8.7353	10	5	2021-02-15T10:32:42.957
167.6727	-17.6653	10	5	2021-02-15T10:34:14.214
141.5837	37.4864	35.36	5.3	2021-02-15T12:26:03.969
141.3336	37.5475	30.18	5.4	2021-02-15T12:26:17.164
172.0828	-22.6761	10	5	2021-02-15T14:06:44.657
167.5399	-17.6616	10	5.2	2021-02-15T20:04:48.467
171.3319	-23.2569	10	5.2	2021-02-15T21:21:04.979
171.5591	-23.2277	10	5	2021-02-15T21:26:50.056
167.5413	-17.8292	13	6.2	2021-02-16T00:49:25.141
167.5942	-17.8285	10	5.2	2021-02-16T00:56:09.855
167.707	-17.6418	10.13	5.5	2021-02-16T01:22:19.486
167.6409	-17.8133	14.25	5.9	2021-02-16T01:32:00.512
167.5784	-17.972	10	5.3	2021-02-16T03:37:11.453
167.7329	-17.9674	10	5	2021-02-16T04:44:18.207
166.86	-13.3849	54.51	5	2021-02-16T06:42:01.733
167.8115	-15.6807	103	5.1	2021-02-16T08:07:23.720
112.0975	-6.0656	591.69	5.1	2021-02-16T08:42:11.539
-173.5808	-18.936	10	5.3	2021-02-16T15:54:08.025
167.4251	-17.6396	9.06	5	2021-02-16T16:12:17.183
139.2142	-2.9033	46.02	5.3	2021-02-16T19:09:40.907
22.019	38.4057	5.29	5.5	2021-02-17T03:36:07.058
167.5558	-17.5847	10	5	2021-02-17T03:58:32.868
147.21	-6.1273	77.3	5.1	2021-02-17T05:00:36.779
167.7793	-17.5127	10	5.3	2021-02-17T09:30:34.663
169.0236	-20.1972	34.17	5.2	2021-02-17T09:36:17.726
171.9466	-23.2684	10	5	2021-02-17T10:51:09.217
167.8897	-17.5618	10	5.2	2021-02-17T11:31:59.845
167.9921	-17.6007	10	5.1	2021-02-17T11:45:16.799
167.6675	-17.4717	10	5.5	2021-02-17T12:21:42.825
172.5968	-23.0307	10	5.2	2021-02-17T12:59:36.431
51.3651	30.839	7	5.4	2021-02-17T18:35:35.180
121.3607	22.2255	15.55	5.1	2021-02-17T18:38:48.581
171.7786	-23.1842	12	6.1	2021-02-17T22:49:38.109
172.3983	-22.9534	10	5.1	2021-02-18T00:37:02.509
168.0675	-18.9515	14	6.2	2021-02-18T06:37:30.717
-78.8053	-3.9543	99.92	5.2	2021-02-18T10:51:30.548
-176.7574	-14.8373	3.7	6.1	2021-02-18T15:30:47.990
-173.2195	-19.0826	10	5.3	2021-02-18T16:04:42.503
144.2314	-4.3164	140.98	5.1	2021-02-18T17:50:57.423
-108.4076	-9.1863	10	5.8	2021-02-18T19:31:31.529
144.0951	-54.4041	10	5.4	2021-02-18T20:14:50.484
