-71.1730769231	-20	2
-71.0692307692	-20	3
-70.9653846154	-20	22
-70.8615384615	-20	17
-70.7576923077	-20	6
-70.6538461538	-20	6
-70.55	-20	2
-70.4461538462	-20	4
-70.3423076923	-20	4
-70.1346153846	-20	1
-70.0307692308	-20	1
-69.9269230769	-20	1
-69.8230769231	-20	1
-69.7192307692	-20	1
-69.4076923077	-20	1
-69.3038461538	-20	3
-69.2	-20	5
-69.0961538462	-20	6
-68.9923076923	-20	10
-68.8884615385	-20	8
-68.7846153846	-20	3
-68.6807692308	-20	2
-68.5769230769	-20	1
-68.4730769231	-20	3
-68.3692307692	-20	2
-66.7076923077	-20	1
-63.4884615385	-20	1
-71.1730769231	-20.0900900901	1
-71.0692307692	-20.0900900901	4
-70.9653846154	-20.0900900901	14
-70.8615384615	-20.0900900901	19
-70.7576923077	-20.0900900901	11
-70.6538461538	-20.0900900901	6
-70.55	-20.0900900901	17
-70.4461538462	-20.0900900901	6
-70.3423076923	-20.0900900901	2
-70.2384615385	-20.0900900901	2
-70.1346153846	-20.0900900901	4
-69.9269230769	-20.0900900901	5
-69.6153846154	-20.0900900901	1
-69.5115384615	-20.0900900901	1
-69.4076923077	-20.0900900901	2
-69.3038461538	-20.0900900901	13
-69.2	-20.0900900901	9
-69.0961538462	-20.0900900901	12
-68.9923076923	-20.0900900901	11
-68.8884615385	-20.0900900901	14
-68.7846153846	-20.0900900901	6
-68.6807692308	-20.0900900901	5
-68.5769230769	-20.0900900901	3
-68.4730769231	-20.0900900901	2
-68.2653846154	-20.0900900901	1
-68.1615384615	-20.0900900901	3
-68.0576923077	-20.0900900901	1
-67.9538461538	-20.0900900901	1
-67.85	-20.0900900901	1
-67.1230769231	-20.0900900901	1
-67.0192307692	-20.0900900901	1
-66.9153846154	-20.0900900901	1
-66.8115384615	-20.0900900901	1
-66.5	-20.0900900901	1
-65.9807692308	-20.0900900901	1
-65.15	-20.0900900901	1
-64.9423076923	-20.0900900901	1
-64.5269230769	-20.0900900901	1
-71.6923076923	-20.1801801802	1
-71.3807692308	-20.1801801802	2
-71.2769230769	-20.1801801802	1
-71.1730769231	-20.1801801802	1
-71.0692307692	-20.1801801802	1
-70.9653846154	-20.1801801802	8
-70.8615384615	-20.1801801802	22
-70.7576923077	-20.1801801802	15
-70.6538461538	-20.1801801802	11
-70.55	-20.1801801802	7
-70.4461538462	-20.1801801802	10
-70.3423076923	-20.1801801802	5
-70.2384615385	-20.1801801802	1
-70.1346153846	-20.1801801802	3
-70.0307692308	-20.1801801802	4
-69.9269230769	-20.1801801802	2
-69.7192307692	-20.1801801802	1
-69.6153846154	-20.1801801802	2
-69.5115384615	-20.1801801802	1
-69.4076923077	-20.1801801802	1
-69.3038461538	-20.1801801802	6
-69.2	-20.1801801802	21
-69.0961538462	-20.1801801802	8
-68.9923076923	-20.1801801802	11
-68.8884615385	-20.1801801802	9
-68.7846153846	-20.1801801802	9
-68.6807692308	-20.1801801802	4
-68.5769230769	-20.1801801802	4
-68.4730769231	-20.1801801802	4
-68.3692307692	-20.1801801802	2
-68.2653846154	-20.1801801802	1
-68.1615384615	-20.1801801802	1
-67.7461538462	-20.1801801802	2
-66.8115384615	-20.1801801802	1
-65.2538461538	-20.1801801802	1
-65.15	-20.1801801802	1
-71.5884615385	-20.2702702703	1
-71.0692307692	-20.2702702703	3
-70.9653846154	-20.2702702703	3
-70.8615384615	-20.2702702703	22
-70.7576923077	-20.2702702703	10
-70.6538461538	-20.2702702703	5
-70.55	-20.2702702703	3
-70.4461538462	-20.2702702703	2
-70.3423076923	-20.2702702703	3
-70.2384615385	-20.2702702703	4
-70.1346153846	-20.2702702703	3
-70.0307692308	-20.2702702703	3
-69.9269230769	-20.2702702703	1
-69.7192307692	-20.2702702703	1
-69.6153846154	-20.2702702703	2
-69.5115384615	-20.2702702703	1
-69.4076923077	-20.2702702703	1
-69.3038461538	-20.2702702703	5
-69.2	-20.2702702703	9
-69.0961538462	-20.2702702703	13
-68.9923076923	-20.2702702703	13
-68.8884615385	-20.2702702703	13
-68.7846153846	-20.2702702703	12
-68.6807692308	-20.2702702703	10
-68.5769230769	-20.2702702703	1
-68.4730769231	-20.2702702703	6
-68.3692307692	-20.2702702703	2
-68.1615384615	-20.2702702703	1
-68.0576923077	-20.2702702703	1
-67.9538461538	-20.2702702703	1
-67.2269230769	-20.2702702703	1
-66.6038461538	-20.2702702703	2
-66.5	-20.2702702703	1
-65.3576923077	-20.2702702703	1
-65.2538461538	-20.2702702703	2
-70.9653846154	-20.3603603604	2
-70.8615384615	-20.3603603604	8
-70.7576923077	-20.3603603604	2
-70.6538461538	-20.3603603604	5
-70.55	-20.3603603604	2
-70.4461538462	-20.3603603604	5
-70.3423076923	-20.3603603604	1
-70.2384615385	-20.3603603604	4
-70.1346153846	-20.3603603604	2
-70.0307692308	-20.3603603604	6
-69.9269230769	-20.3603603604	5
-69.7192307692	-20.3603603604	1
-69.6153846154	-20.3603603604	2
-69.5115384615	-20.3603603604	1
-69.4076923077	-20.3603603604	1
-69.3038461538	-20.3603603604	2
-69.2	-20.3603603604	4
-69.0961538462	-20.3603603604	12
-68.9923076923	-20.3603603604	16
-68.8884615385	-20.3603603604	13
-68.7846153846	-20.3603603604	9
-68.6807692308	-20.3603603604	8
-68.5769230769	-20.3603603604	9
-68.4730769231	-20.3603603604	2
-68.3692307692	-20.3603603604	2
-68.2653846154	-20.3603603604	1
-68.1615384615	-20.3603603604	2
-67.9538461538	-20.3603603604	1
-67.85	-20.3603603604	2
-67.3307692308	-20.3603603604	1
-67.2269230769	-20.3603603604	1
-66.9153846154	-20.3603603604	1
-66.8115384615	-20.3603603604	1
-66.7076923077	-20.3603603604	1
-66.3961538462	-20.3603603604	1
-65.2538461538	-20.3603603604	1
-71.0692307692	-20.4504504505	1
-70.9653846154	-20.4504504505	1
-70.8615384615	-20.4504504505	1
-70.7576923077	-20.4504504505	2
-70.6538461538	-20.4504504505	5
-70.55	-20.4504504505	4
-70.4461538462	-20.4504504505	1
-70.3423076923	-20.4504504505	2
-70.2384615385	-20.4504504505	3
